trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.5, 'e': 0.3370135083366391}",25,14,12.026354380026584,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.3360024678116292}",30,13,5.09852108504654,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.3349944604081943}",30,11,-28.335264974197155,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.33398947702696974}",20,0,-28.82025132767714,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.3329875085958888}",25,13,-1.6867760430248828,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.33198854607010114}",35,12,5.89036451966826,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.33099258043189084}",25,11,2.866658207870376,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.32999960269059514}",20,11,-5.176888874775985,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.32900960388252337}",30,15,15.316719651156964,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.3280225750708758}",20,13,3.529383671040251,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.32703850734566314}",20,11,2.3040135935991115,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.32605739182362614}",30,21,14.964705924741246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.3250792196481553}",25,8,9.551620454788846,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.3241039819892108}",25,0,-24.01565386528051,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.32313167004324317}",20,7,11.714518521328323,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.32216227503311345}",20,10,17.22178827993083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.3211957882080141}",25,10,14.269145003077593,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.32023220084339005}",25,17,-11.441693066689359,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.31927150424085987}",25,2,-10.524024265568572,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.3183136897281373}",20,9,15.430803863228167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.31735874865895286}",20,8,2.5548260480689295,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.316406672412976}",20,0,-24.62104273473204,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.3154574523957371}",25,0,-14.814804846721957,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.3145110800385499}",25,0,-51.46021356283558,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.31356754679843424}",25,17,14.971244750642413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.31262684415803893}",30,18,-2.6416022948266678,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.3116889636255648}",20,3,-42.15884817055038,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.3107538967346881}",20,8,12.67038170059087,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.30982163504448407}",25,20,10.531583811901337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.3088921701393506}",20,0,0.5721328216150934,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.30796549362893255}",30,14,-4.373733844514868,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.30704159714804574}",20,8,10.70873704239154,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.3061204723566016}",25,0,-6.66044780313712,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.3052021109395318}",25,7,7.858975692776386,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.3042865046067132}",20,14,7.160676240731418,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.30337364509289305}",20,8,7.667777265625876,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.30246352415761435}",25,0,-16.898670294744125,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.3015561335851415}",30,23,0.5125418179963219,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.30065146518438607}",25,2,26.67619553004118,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.2997495107888329}",20,12,14.019053354355076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.2988502622564664}",20,0,-57.4032493078297,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.29795371146969696}",30,13,-5.694756173969034,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.29705985033528787}",25,20,8.002246531279926,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.296168670784282}",25,7,10.683867956527694,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.29528016477192914}",20,0,-20.805568657077313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.29439432427761336}",30,18,-19.253330729609928,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.2935111413047805}",20,3,-8.358830127541584,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.29263060788086614}",25,11,-0.42084699596348796,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.2917527160572235}",20,16,9.863799593607023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.29087745790905184}",25,7,-76.81180848409794,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.2900048255353247}",20,9,4.986762747196401,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.28913481105871874}",20,0,20.004425818117934,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.28826740662554257}",20,1,-1.8853647256878623,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.28740260440566595}",20,13,5.032887596010635,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.28654039659244895}",20,13,0.8825272968226261,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.2856807754026716}",20,15,3.0748217395370148,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.2848237330764636}",20,16,9.896696513887854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.2839692618772342}",30,8,-28.25061455043165,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.2831173540916025}",30,16,-38.52235943744782,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.28226800202932767}",20,13,1.6440361112369763,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.28142119802323967}",25,18,13.277125553120042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.28057693442917}",30,15,-8.673654531208784,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.27973520362588244}",20,8,2.374305386746909,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.2788959980150048}",30,14,-16.003156296457576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.2780593100209598}",20,0,-27.557872920306778,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
427,False,"{'a': 0.5, 'e': 0.2772251320908969}",20,12,4.892903194466126,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.2763934566946242}",20,7,-5.979803162836498,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.2755642763245403}",20,3,-23.138824227346177,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.27473758349556665}",25,3,25.127673184826634,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.27391337074507993}",20,0,-1.9991395379498829,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
432,False,"{'a': 0.5, 'e': 0.2730916306328447}",25,4,19.614161246149877,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.27227235574094616}",30,8,25.12115247096603,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.2714555386737233}",20,12,3.0459550555126973,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.2706411720577021}",30,4,32.98003661872621,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.269829248541529}",25,15,8.296641956782482,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2690197607959044}",20,5,-25.25476057947687,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.5, 'e': 0.26821270151351667}",30,8,-71.11001012570183,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 2}",1
439,False,"{'a': 0.5, 'e': 0.2674080634089761}",30,15,-62.11615668440987,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
440,False,"{'a': 0.5, 'e': 0.2666058392187492}",20,2,-11.81727612722483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.5, 'e': 0.26580602170109296}",20,9,17.761037086373907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.26500860363598966}",20,12,3.4035739565711918,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.2642135778250817}",25,8,28.476960373154498,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.26342093709160647}",30,12,-3.44985873957577,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.26263067428033166}",25,5,-8.064677023652411,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.26184278225749064}",25,0,-8.921671995105246,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.26105725391071816}",20,9,18.189923019627766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.260274082148986}",25,16,-3.849957607210235,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.2594932599025391}",35,16,23.73485587257497,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.25871478012283144}",30,0,33.091606160348334,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.25793863578246295}",20,14,9.226124342936782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.2571648198751156}",20,5,20.718403502075954,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.25639332541549026}",25,17,4.727095833803658,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.2556241454392438}",20,9,-5.287419236717524,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.25485727300292604}",25,8,28.090775079967695,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.25409270118391725}",20,16,6.360626262050282,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.2533304230803655}",25,1,37.92015895944051,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.25257043181112443}",20,9,6.7560166288479575,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.25181272051569104}",25,14,-0.35216723640159464,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.251057282354144}",25,12,-49.59539921014588,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
461,False,"{'a': 0.5, 'e': 0.25030411050708157}",20,12,14.867677722066954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.24955319817556032}",20,0,-11.324117008614824,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.24880453858103363}",25,14,16.19223286161281,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.24805812496529053}",30,15,10.304868991068588,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.24731395059039465}",20,0,-30.59739867177767,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.24657200873862348}",30,11,9.827482519977265,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.2458322927124076}",25,17,13.6620008331549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.24509479583427038}",25,20,10.6561638591399,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.24435951144676757}",30,18,25.472974439561813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.24362643291242728}",30,15,-10.175709582263757,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.24289555361369}",20,2,10.203666085784775,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.24216686695284892}",20,11,-6.841233617610019,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.24144036635199037}",30,7,28.64215855070736,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.24071604525293439}",25,12,20.145502231833483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.2399938971171756}",25,12,-2.684745400552936,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.23927391542582405}",25,10,-26.977446345193872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.23855609367954658}",25,0,-24.679718893568015,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.23784042539850794}",20,10,16.45567952812437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.2371269041223124}",20,10,-16.375483643314315,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.23641552340994548}",30,14,-33.849718004762614,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
481,False,"{'a': 0.5, 'e': 0.23570627683971565}",25,7,20.037474038883786,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.2349991580091965}",25,7,29.559852282201884,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.2342941605351689}",25,11,11.354595541401991,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.23359127805356342}",20,0,-16.113387535615775,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.23289050421940272}",25,0,6.300473943879758,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.2321918327067445}",25,10,-11.565674549293652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.5, 'e': 0.23149525720862427}",20,6,0.8933523811509692,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.2308007714369984}",30,18,26.200737289909505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.2301083691226874}",25,0,-8.603279935693568,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
490,False,"{'a': 0.5, 'e': 0.22941804401531934}",20,10,24.042063869730214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.2287297898832734}",20,0,11.398949655252443,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
492,False,"{'a': 0.5, 'e': 0.22804360051362357}",20,0,-16.387604155969754,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.2273594697120827}",25,11,-30.544592971783047,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.22667739130294645}",25,8,20.759726358351344,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.22599735912903762}",35,19,18.17523632285985,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.2253193670516505}",30,16,-22.770426782661268,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.5, 'e': 0.22464340895049556}",30,19,18.504993858285673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.22396947872364406}",20,0,3.2745918745331473,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.22329757028747313}",35,24,13.820277837390792,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.2226276775766107}",25,17,-9.74330141542195,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.22195979454388087}",20,8,20.414708800534754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.22129391516024924}",20,12,-0.5245430324066835,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.2206300334147685}",35,3,-55.307689939650515,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 1}",1
504,False,"{'a': 0.5, 'e': 0.2199681433145242}",20,2,6.822811156763209,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.21930823888458062}",25,15,17.364692985589887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.21865031416792688}",25,12,3.270015259934259,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.2179943632254231}",20,0,-57.11822551263997,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
508,False,"{'a': 0.5, 'e': 0.21734038013574683}",30,17,24.58288251849393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.21668835899533959}",30,19,18.4240057590545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.21603829391835358}",20,8,-2.296719649865015,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.21539017903659852}",25,7,25.815002615310483,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21474400849948871}",20,7,22.905922274629646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.21409977647399026}",20,8,9.615982762043046,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.21345747714456828}",25,2,25.54751748066725,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.21281710471313459}",30,21,-17.108846246137542,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.2121786533989952}",20,9,-1.4127652131530284,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.2115421174387982}",20,8,9.370149338213938,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.2109074910864818}",30,18,12.518458690210402,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.21027476861322236}",25,10,10.593018217621202,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.2096439443073827}",20,0,16.926207245464553,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.20901501247446055}",20,16,6.88260476955872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.20838796743703716}",25,11,25.473464160439104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.20776280353472606}",25,19,14.262818402507765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.20713951512412188}",30,20,-3.774894992948175,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.2065180965787495}",20,4,27.678632674443918,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.20589854228901325}",30,22,-27.461028646327446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.5, 'e': 0.20528084666214622}",20,7,20.80536385749591,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.20466500412215977}",25,14,18.703900590821206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.2040510091097933}",20,16,7.270636404665261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.2034388560824639}",20,13,-0.7524760744092736,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.2028285395142165}",20,0,28.124020633010495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.20222005389567385}",20,8,18.816755789749045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.20161339373398682}",25,15,8.598399843033366,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.20100855355278485}",20,7,2.23002596884901,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.20040552789212648}",25,11,13.932006359850384,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.1998043113084501}",25,20,8.474311110636995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.19920489837452476}",25,19,10.618253678143702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.1986072836794012}",25,13,18.96752323086527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.198011461828363}",30,11,20.52334997753638,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.1974174274428779}",30,1,12.80080238090145,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.19682517516054926}",20,8,23.297863000741422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.19623469963506762}",20,0,-0.44481683330176747,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.1956459955361624}",20,7,-33.49024469858145,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.1950590575495539}",20,6,5.057757691205505,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.19447388037690524}",30,0,10.587605534857916,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
546,False,"{'a': 0.5, 'e': 0.19389045873577454}",30,19,11.021491892819107,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
