trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.5, 'e': 0.5857849093861247}",30,7,-69.86676733276265,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.5840275546579663}",25,14,-47.40970474603259,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.5822754719939924}",20,0,-39.53233989760137,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.5805286455780104}",25,6,-179.5674630996248,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 4}",1
182,False,"{'a': 0.5, 'e': 0.5787870596412764}",20,0,-2.3221383306884014,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.5770506984623526}",25,10,-63.90076627078443,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.5753195463669655}",20,9,-18.137291189110123,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.5735935877278646}",25,0,-60.20525977777867,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.571872806964681}",20,0,-60.00963568833752,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.5701571885437869}",25,0,-149.86576251201785,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.5684467169781556}",25,8,-19.356033517823292,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.5667413768272211}",20,0,23.912908220717764,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.5650411526967395}",20,9,-2.1384694093591623,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.5633460292386493}",30,2,-103.16750485846673,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 2}",1
192,False,"{'a': 0.5, 'e': 0.5616559911509333}",20,8,-44.574315056608974,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.5599710231774805}",20,5,-49.99711252279604,"{0: 8, 1: 3, 2: 3, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.5582911101079481}",25,7,-71.77481346471673,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.5566162367776242}",20,12,2.594451267396267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5549463880672914}",25,2,-157.50519894244283,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 3}",1
197,False,"{'a': 0.5, 'e': 0.5532815489030894}",25,0,-96.96942142899118,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.5516217042563801}",25,8,-45.28487797359125,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.549966839143611}",25,1,-50.15106066594412,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.5483169386261801}",30,0,-64.1595913922006,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.5466719878103016}",25,0,-94.42317754934295,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.5450319718468707}",20,0,-54.318739579861564,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.5433968759313301}",20,0,-19.326058713664214,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.5417666853035361}",30,12,-90.82619008950446,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
205,False,"{'a': 0.5, 'e': 0.5401413852476254}",25,11,-54.994361067424016,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.5385209610918825}",25,11,-41.7342977696425,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.5369053982086068}",30,2,-45.22581581101495,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.535294682013981}",25,0,-102.32888409565955,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.5336887979679391}",20,8,-12.02415433484456,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.5320877315740353}",25,0,-36.35373615769703,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.5304914683793133}",20,5,7.396833430627562,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.5288999939741753}",25,3,-27.759067681422184,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.5273132939922528}",25,0,-61.66828786789841,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.525731354110276}",20,0,-14.055184236298352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.5241541600479452}",25,3,-47.196619431029696,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.5225816975678014}",20,0,-12.978722047002845,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.521013952475098}",20,9,-47.07113694202999,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.5194509106176727}",20,8,4.333904105500364,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.5178925578858197}",30,0,-76.0768444535593,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.5163388802121622}",25,13,-15.376057113167379,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.5147898635715258}",25,0,-23.328790015145895,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.5132454939808112}",25,8,3.3948260303477316,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.5117057574988688}",30,1,2.822463256370332,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.5101706402263723}",25,7,-27.85319836679447,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.5086401283056932}",20,0,-74.54151244070908,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.5071142079207761}",25,11,-38.78299943651741,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.5055928652970137}",25,1,-22.16175665145136,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.5040760867011227}",30,16,-29.60905557670421,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.5025638584410194}",20,0,-70.65000892523926,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.5010561668656963}",20,0,-53.80544690514577,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.49955299836509925}",25,0,-49.6808620438218,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.49805433937000393}",20,0,-21.52297393724499,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.4965601763518939}",35,0,15.784211239954255,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.49507049582283824}",20,9,11.27834829957751,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.49358528433536975}",25,3,-20.459799127393318,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.49210452848236363}",25,0,19.544564856932055,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.49062821489691655}",20,8,-10.143085197852455,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.4891563302522258}",30,13,-45.76075008138794,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.48768886126146915}",30,15,19.555435253777016,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.48622579467768473}",20,10,15.265845990893709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.4847671172936517}",20,13,-11.700273151669844,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.4833128159417707}",20,0,-131.1833174746268,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
243,False,"{'a': 0.5, 'e': 0.4818628774939454}",25,0,2.6134607905140195,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.48041728886146357}",20,0,4.591490857131941,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.4789760369948792}",25,0,-69.3056574489437,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.47753910888389456}",20,5,7.6799483673369435,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.4761064915572429}",25,2,18.607800750942733,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.4746781720825711}",20,0,-69.86114619793243,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.4732541375663234}",25,0,10.801186473717884,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.4718343751536244}",25,17,17.521016962345335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.47041887202816357}",30,11,14.923106781329931,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.4690076154120791}",20,0,-29.635810631132504,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.46760059256584285}",20,8,-71.73036230398782,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
254,False,"{'a': 0.5, 'e': 0.4661977907881453}",25,0,3.627961962346804,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.4647991974157809}",20,15,2.6805759529953237,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.46340479982353355}",20,7,8.164070856534623,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.46201458542406293}",35,3,28.88343687711275,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.4606285416677907}",30,0,-163.9778785219242,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.45924665604278736}",30,0,-17.415341945524915,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.457868916074659}",20,6,8.856627118664962,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.45649530932643506}",35,0,-18.91652496800279,"{0: 31, 1: 0, 2: 2, 3: 2, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.45512582339845575}",20,14,-8.769126407836506,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.45376044592826037}",20,13,-18.1222952326441,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.4523991645904756}",30,0,-85.58072548827477,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.45104196709670413}",25,14,-66.1386792722332,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.449688841195414}",30,20,-4.312708095736985,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.4483397746718278}",20,4,1.3080551791494368,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.4469947553478123}",25,10,13.064125663018677,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.44565377108176885}",20,11,9.708836824668293,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.44431680976852356}",20,12,-9.84595362876096,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.44298385933921797}",25,16,4.121650945531002,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.4416549077612003}",20,15,-1.2952288791476108,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.4403299430379167}",20,9,-4.422604354046904,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.43900895320880295}",25,2,32.458078319625955,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.43769192634917653}",20,10,7.9607237132242,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.436378850570129}",25,9,24.34273018519675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.4350697140184186}",20,14,9.380567743987614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.43376450487636337}",20,5,-37.70025844119545,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.43246321136173427}",20,14,7.858886341025652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.43116582172764906}",25,14,-56.56903604369759,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.42987232426246613}",25,8,-11.028577984316307,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.42858270728967873}",25,0,-1.5404897482640425,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.4272969591678097}",25,0,-53.09406051254814,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.4260150682903063}",30,2,-39.56557432227696,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.4247370230854354}",25,17,-31.34397359456861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.4234628120161791}",25,4,-17.883627934558923,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.42219242358013054}",20,3,-72.31871878196218,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
288,False,"{'a': 0.5, 'e': 0.4209258463093902}",20,0,30.23265950136622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.419663068770462}",20,9,-36.234229761010795,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.4184040795641506}",30,18,5.352169045157334,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.41714886732545814}",20,13,10.18937645782381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.41589742072348174}",20,10,-10.710849767292359,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.4146497284613113}",25,12,-34.770598678019326,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.41340577927592737}",25,6,-1.4853312758801867,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.41216556193809956}",20,0,-43.89949146475892,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.41092906525228523}",30,0,-19.033843474562477,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.40969627805652836}",25,2,-54.653571568089646,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.40846718922235875}",30,0,-80.77768018377535,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
299,False,"{'a': 0.5, 'e': 0.40724178765469166}",25,0,-47.447913224825186,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.4060200622917276}",30,21,19.617873091345064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.4048020021048524}",25,11,-29.118593928631235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.40358759609853784}",25,0,-29.694332462277913,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.4023768333102422}",20,14,11.015763335495269,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.4011697028103115}",20,10,-64.00268616782216,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.3999661937018806}",20,0,0.1449597444295858,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.39876629512077494}",25,0,-32.693461339152165,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.3975699962354126}",20,12,-27.766117293443955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.3963772862467064}",30,22,-28.929677076685447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.39518815438796623}",25,6,-7.740779721684621,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.3940025899248023}",25,10,13.344415895948764,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.3928205821550279}",25,12,-67.73321515106451,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
312,False,"{'a': 0.5, 'e': 0.39164212040856283}",30,12,-24.961053743477358,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.5, 'e': 0.39046719404733715}",25,6,-46.77994205236173,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.38929579246519513}",25,7,-3.5649339936092685,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.38812790508779954}",25,11,-26.745192848166187,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.38696352137253615}",20,0,8.538498912155383,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.38580263080841853}",30,15,-11.722187912094718,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.3846452229159933}",25,13,6.984477676330902,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.3834912872472453}",20,11,-9.316170951457574,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.3823408133855036}",20,4,10.789538022149475,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.38119379094534706}",20,13,1.1524266817173587,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.380050209572511}",25,0,-24.62664606271382,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.3789100589437935}",25,11,12.862503098564313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.3777733287669621}",30,20,6.6551174006260165,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.37664000878066123}",20,0,29.381372390799083,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.37551008875431924}",30,14,7.415686108816858,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.37438355848805627}",20,8,-53.285885844471046,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.3732604078125921}",25,15,10.761287619771199,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.37214062658915437}",20,0,-35.93008671519029,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.3710242047093869}",20,0,-26.32659150417696,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.3699111320952587}",20,10,-5.473381433884204,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.36880139869897294}",20,11,18.865639493888807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.367694994502876}",25,13,-60.34321266590576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
334,False,"{'a': 0.5, 'e': 0.3665919095193674}",20,0,-21.345786846658015,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.36549213379080925}",30,17,-46.704491137585315,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.3643956573894368}",20,0,-49.965180302331376,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.3633024704172685}",20,0,6.87557007574305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.3622125630060167}",20,0,-80.69474831098157,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.3611259253169986}",35,15,11.191384945404792,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3600425475410476}",20,9,-3.693168870203838,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.3589624198984244}",20,5,-55.1023157197251,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.35788553263872913}",20,12,-12.680511385687332,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.35681187604081294}",20,14,-13.707284610700237,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.3557414404126905}",30,15,-39.15482603996173,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.35467421609145244}",25,13,-14.741096977956373,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.35361019344317807}",25,3,-0.7172563193488568,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.35254936286284855}",25,12,-4.178503857892295,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.35149171477426}",20,8,18.464455038976933,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.3504372396299372}",20,13,-37.7054574696841,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.3493859279110474}",20,0,10.925284598822651,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.34833777012731426}",20,1,10.689905698991417,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.34729275681693234}",20,13,13.002516049054138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.3462508785464815}",25,6,9.518364382280526,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.34521212591084205}",30,16,-11.779341694255042,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.34417648953310953}",30,18,11.111481928005784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.3431439600645102}",20,8,-0.0811552088156069,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.34211452818431665}",30,15,-25.142935285307857,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.3410881845997637}",25,0,25.087576648892416,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.3400649200459644}",25,0,-4.87026877111614,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.3390447252858265}",30,9,-39.16665326040217,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.33802759110996905}",35,8,-31.096998234789133,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
